sanskrit_word,devanagari,english,pos,category,example,example_meaning
ślokaḥ,श्लोकः,verse,noun,school,श्लोकः कण्ठस्थः क्रियते।,Verse is memorized.
vasantaḥ,वसन्तः,spring,noun,season,वसन्ते पुष्पाणि विकसन्ति।,Flowers bloom in spring.
grīṣhmaḥ,ग्रीष्मः,summer,noun,season,ग्रीष्मे उष्णता भवति।,It is hot in summer.
śharadaḥ,शरदः,autumn,noun,season,शरदि आकाशः स्वच्छः भवति।,The sky is clear in autumn.
hemantaḥ,हेमन्तः,winter,noun,season,हेमन्ते शीतं भवति।,It is cold in winter.
prathama,प्रथम,first,adjective,sequence,प्रथमं पाठं पठ।,Read the first lesson।
dvitīya,द्वितीय,second,adjective,sequence,द्वितीयं पाठं शृणु।,Listen to the second lesson।
tṛtīya,तृतीय,third,adjective,sequence,तृतीयं पाठं लिख।,Write the third lesson।
caturtha,चतुर्थ,fourth,adjective,sequence,चतुर्थं पाठं स्मर।,Remember the fourth lesson।
pañcama,पञ्चम,fifth,adjective,sequence,पञ्चमं पाठं पुनरावर्तय।,Repeat the fifth lesson।
pūrvaṃ,पूर्वं,previous,adverb,sequence,पूर्वं दिने वर्षा अभवत्।,It rained on the previous day।
anantaraṃ,अनन्तरं,subsequently,adverb,sequence,अनन्तरं सर्वं शान्तं अभवत्।,Subsequently everything became quiet।
pūrvāpara,पूर्वापर,sequence,noun,sequence,पूर्वापरं ज्ञात्वा कार्यं करोति।,He works knowing the sequence。
vṛittākāraḥ,वृत्ताकारः,round,adjective,shape,वृत्ताकारं चक्रम्।,A round wheel.
chaturmukhaḥ,चतुर्मुखः,square,adjective,shape,चतुर्मुखं क्षेत्रम्।,A square field.
krayaḥ,क्रयः,purchase,noun,shopping,क्रये धनं दीयते।,Money is given in purchase.
vikrayaḥ,विक्रयः,sale,noun,shopping,विक्रये वस्तु दीयते।,Item is given in sale.
krayī,क्रयी,buyer,noun,shopping,क्रयी वस्तुं पश्यति।,Buyer looks at item.
vikretā,विक्रेता,seller,noun,shopping,विक्रेता मूल्यं कथयति।,Seller tells price.
śulkaṃ,शुल्कं,fee,noun,shopping,शुल्कं सेवायै दीयते।,Fee is given for service.
pariṇāmaḥ,परिणामः,exchange,noun,shopping,परिणामे नूतनं वस्तु लभ्यते।,New item is obtained in exchange.
pariśodhanaṃ,परिशोधनं,bill payment,noun,shopping,परिशोधने मूल्यं दीयते।,Price is given in bill payment.
vistīrṇa,विस्तीर्ण,spacious,adjective,size,विस्तीर्णं क्षेत्रं अस्ति।,There is a spacious field.
saṅkīrṇa,संकीर्ण,crowded,adjective,size,संकीर्णः मार्गः अस्ति।,There is a crowded road.
stabhaka,स्तभक,bulky,adjective,size,स्तभकं सामानं अस्ति।,There is bulky luggage.
sūkṣma,सूक्ष्म,fine/tiny,adjective,size,सूक्ष्मं बीजं अस्ति।,There is a tiny seed.
sthūla,स्थूल,coarse/large,adjective,size,स्थूलः शिलाखण्डः अस्ति।,There is a large rock.
alpa,अल्प,little,adjective,size,अल्पं जलं अस्ति।,There is little water.
nabhaḥ,नभः,firmament,noun,sky,नभः तारागणैः शोभते।,Firmament shines with stars。
vyoma,व्योम,ether,noun,sky,व्योमे मेघाः चलन्ति。,Clouds move in ether।
antarikṣa,अन्तरिक्ष,space,noun,sky,अन्तरिक्षे ग्रहाः भ्रमन्ति。,Planets revolve in space。
sugandhi,सुगन्धि,fragrant,adjective,smell,सुगन्धि पुष्पं अस्ति।,There is a fragrant flower.
durgandhi,दुर्गन्धि,foul-smelling,adjective,smell,दुर्गन्धि कर्दमः अस्ति।,There is foul-smelling mud.
surabhi,सुरभि,aromatic,adjective,smell,सुरभि तैलं अस्ति।,There is aromatic oil.
gandha,गन्ध,smell,noun,smell,गन्धः नासिकया गृह्यते।,Smell is perceived by nose.
śīta,शीत,cool smell,adjective,smell,शीतगन्धि चन्दनं अस्ति।,There is cool-smelling sandalwood.
uṣṇa,उष्ण,warm smell,adjective,smell,उष्णगन्धि सूपः अस्ति।,There is warm-smelling soup.
nava,नव,fresh smell,adjective,smell,नवगन्धि अन्नं अस्ति।,There is fresh-smelling food.
pakva,पक्व,ripe smell,adjective,smell,पक्वगन्धि फलं अस्ति।,There is ripe-smelling fruit.
saha,सह,sharp smell,adjective,smell,सहगन्धि औषधं अस्ति।,There is sharp-smelling medicine.
manda,मन्द,mild smell,adjective,smell,मन्दगन्धि पत्रं अस्ति।,There is mild-smelling leaf.
samājaḥ,समाजः,society,noun,social,समाजे बहवः जनाः निवसन्ति।,Many people live in society.
vyaktiḥ,व्यक्तिः,individual,noun,social,व्यक्तिः समाजस्य अंशः।,Individual is part of society.
saṅghaḥ,सङ्घः,association,noun,social,सङ्घे सदस्याः मिलन्ति।,Members meet in association.
samūhaḥ,समूहः,group,noun,social,समूहः एकत्र भवति।,Group comes together.
janatā,जनता,public,noun,social,जनता नेत्रं चिनोति।,Public chooses leader.
lokaḥ,लोकः,people,noun,social,लोकः धर्मं पालयति।,People follow religion.
pariṣad,परिषद्,council,noun,social,परिषद् निर्णयं करोति।,Council makes decision.
gaṇam,गणम्,community,noun,social,गणे सदस्याः समानाः।,Members are equal in community.
vrindaṃ,वृन्दं,crowd,noun,social,वृन्दं शोभायात्रायां दृश्यते।,Crowd is seen in procession.
sabhā,सभा,assembly,noun,social,सभायां विचाराः चर्च्यन्ते।,Ideas are discussed in assembly.
nakṣatra,नक्षत्र,constellation,noun,space,नक्षत्रं ताराणां समूहः।,Constellation is group of stars।
kheṭa,खेट,celestial body,noun,space,खेटः आकाशे स्थितः।,Celestial body is situated in sky।
khagola,खगोल,celestial sphere,noun,space,खगोले ग्रहाः सन्ति।,Planets are in celestial sphere।
jyotiṣa,ज्योतिष,astronomy,noun,space,ज्योतिषे ग्रहगतिः अध्यय्यते。,Planetary motion is studied in astronomy。
tvarita,त्वरित,swift,adjective,speed,त्वरितः धावकः अस्ति।,There is a swift runner。
sthira,स्थिर,steady,adjective,speed,स्थिरः वेगः अस्ति।,There is steady speed।
vegavān,वेगवान्,speedy,adjective,speed,वेगवान् अश्वः अस्ति。,There is a speedy horse。
chala,चल,moving,adjective,speed,चलं जलं अस्ति。,There is moving water।
acala,अचल,immobile,adjective,speed,अचलः पर्वतः अस्ति。,There is immobile mountain।
prasara,प्रसर,spreading,adjective,speed,प्रसरः रोगः अस्ति。,There is spreading disease।
saṃkram,संक्रम्,transitional,adjective,speed,संक्रं ग्रहणं अस्ति。,There is transitional eclipse。
krīḍā,क्रीडा,sport,noun,sports,क्रीडा स्वास्थ्याय हिता।,Sport is beneficial for health।
plavana,प्लवन,swimming,noun,sports,प्लवनं जले भवति।,Swimming happens in water।
yuddha,युद्ध,wrestling,noun,sports,युद्धं बलं परीक्षते।,Wrestling tests strength。
dhanurvidyā,धनुर्विद्या,archery,noun,sports,धनुर्विद्यायां लक्ष्यं भेद्यते।,Target is hit in archery。
aśvaroham,अश्वारोहम्,horse riding,noun,sports,अश्वारोहं कौशल्यं वाञ्छति।,Horse riding requires skill。
kṛṣikarma,कृषिकर्म,field sports,noun,sports,कृषिकर्मे बलं प्रयुज्यते।,Strength is used in field sports।
jāti,जाति,race,noun,sports,जातौ वेगः आवश्यकः।,Speed is necessary in race。
jāgaraṇam,जागरणम्,awake,noun,state,जागरणं कठिनम्।,Staying awake is difficult.
nidrāvasthā,निद्रावस्था,asleep,noun,state,निद्रावस्था सुखदा।,The state of sleep is pleasant.
madhūram,मधुरम्,sweet,adjective,taste,मधुरं फलम्।,A sweet fruit.
āmlam,आम्लम्,sour,adjective,taste,आम्लं दधि।,Sour yogurt.
tiktam,तिक्तम्,bitter,adjective,taste,तिक्तं औषधम्।,Bitter medicine.
lavaṇam,लवणम्,salty,adjective,taste,लवणं भोजनम्।,Salty food.
kaṭu,कटु,spicy,adjective,taste,कटु अन्नम्।,Spicy food.
sārasvataḥ,सारस्वतः,savory,adjective,taste,सारस्वतं भोजनं पुष्टिकरम्।,Savory food is nourishing.
svādu,स्वादु,tasty,adjective,taste,स्वादु भोजनं सर्वे इच्छन्ति।,Everyone desires tasty food.
madhūramiva,मधुरमिव,yummy,adjective,taste,एतत् मिष्टान्नं मधुरमिव।,This sweet is yummy.
rasika,रसिक,delicious,adjective,taste,रसिकं भोजनं आनन्ददायकम्।,Delicious food is delightful.
saṅgaṇakaḥ,सङ्गणकः,computer,noun,technology,सङ्गणके सूचना संगृह्यते।,Information is collected in computer.
dūrabhāṣaṇam,दूरभाषणम्,telephone,noun,technology,दूरभाषणे संवादः भवति।,Conversation happens on telephone.
dūradarśanam,दूरदर्शनम्,television,noun,technology,दूरदर्शने समाचारः दृश्यते।,News is seen on television.
vidyut,विद्युत्,electricity,noun,technology,विद्युता यन्त्राणि चाल्यन्ते।,Machines are run by electricity.
yantravijñānam,यन्त्रविज्ञानम्,mechanical engineering,noun,technology,यन्त्रविज्ञाने नवीनयन्त्राणि निर्मीयन्ते।,New machines are made in mechanical engineering.
vidyāraṇyam,विद्यारण्यम्,software,noun,technology,विद्यारण्यं सङ्गणके चाल्यते।,Software runs on computer.
sthūlarṇyam,स्थूलरण्यम्,hardware,noun,technology,स्थूलरण्यं स्पृश्यते।,Hardware is touched.
antarikṣam,अन्तरिक्षम्,space technology,noun,technology,अन्तरिक्षे उपग्रहाः स्थाप्यन्ते।,Satellites are placed in space.
jālam,जालम्,network,noun,technology,जाले संसारः जुड्यते।,World is connected in network.
parigaṇakam,परिगणकम्,calculator,noun,technology,परिगणकेन गणना सुकरा भवति।,Calculation becomes easy with calculator.
drava,द्रव,liquid,adjective,texture,द्रवं दुग्धं अस्ति।,There is liquid milk.
khara,खर,coarse,adjective,texture,खरं वल्कलं अस्ति।,There is coarse bark.
snigdha,स्निग्ध,oily,adjective,texture,स्निग्धं तैलं अस्ति।,There is oily oil.
picchila,पिच्छिल,slimy,adjective,texture,पिच्छिलं मत्स्यं अस्ति।,There is slimy fish。
dinaṃ,दिनं,day,noun,time,दिनं प्रकाशः अस्ति।,Day has light.
rātriḥ,रात्रिः,night,noun,time,रात्रिः अन्धकारः अस्ति।,Night has darkness.
prabhātaṃ,प्रभातं,morning,noun,time,प्रभातं शीतलं अस्ति।,Morning is cool.
madhyāhnaḥ,मध्याह्नः,noon,noun,time,मध्याह्नः उष्णः अस्ति।,Noon is hot.
sāyaṃ,सायं,evening,noun,time,सायं शान्तं अस्ति।,Evening is peaceful.
muhūrtaḥ,मुहूर्तः,moment,noun,time,मुहूर्तः क्षणिकः अस्ति।,Moment is momentary.
kālaḥ,कालः,time,noun,time,कालः अनादिः अस्ति।,Time is beginningless.
vārḥ,वार्,week,noun,time,सप्त वाराः सन्ति।,There are seven days.
māsaḥ,मासः,month,noun,time,मासः त्रिंशद् दिनानि।,Month has thirty days.
varṣaṃ,वर्षं,year,noun,time,वर्षं द्वादश मासाः।,Year has twelve months.
aparāhṇaḥ,अपराह्णः,afternoon,noun,time,अपराह्णे अहं पठामि।,I study in the afternoon.
madhyarātri,मध्यरात्रि,midnight,noun,time,मध्यरात्रौ शान्तिः।,Peace at midnight.
adya,अद्य,today,adverb,time,अद्य वर्षा भवति।,It rains today.
śhvaḥ,श्वः,tomorrow,adverb,time,श्वः अहं गमिष्यामि।,I will go tomorrow.
hyasti,ह्यस्ति,yesterday,adverb,time,ह्यस्ति सः आगतः।,He came yesterday.
śrīmān,श्रीमान्,respected title (Mr.),noun,titles,श्रीमान् रामः अत्र आगच्छति।,Respected Ram comes here.
śrīmatī,श्रीमती,respected title (Mrs.),noun,titles,श्रीमती सीता पठति।,Respected Sita studies.
mahodayaḥ,महोदयः,honorable,noun,titles,महोदयः उत्तरं ददाति।,Honorable gives answer.
svāmī,स्वामी,master/lord,noun,titles,स्वामी सेवकं पालयति।,Master protects servant.
sevakaḥ,सेवकः,servant,noun,titles,सेवकः स्वामिने सेवां करोति।,Servant serves master.
śiṣyaḥ,शिष्यः,disciple,noun,titles,शिष्यः गुरोः आज्ञां पालयति।,Disciple follows teacher's order.
ācāryaḥ,आचार्यः,professor,noun,titles,आचार्यः विद्यां ददाति।,Professor gives knowledge.
mahārājaḥ,महाराजः,great king,noun,titles,महाराजः प्रजाः पालयति।,Great king protects subjects.
rājā,राजा,king,noun,titles,राजा देशं शासति।,King rules country.
kuḍyalaṃ,कुड्यलं,axe,noun,tools,कुड्यलेन वृक्षः छिद्यते।,Tree is cut with axe.
khanitraṃ,खनित्रं,spade,noun,tools,खनित्रेण भूमिः खन्यते।,Ground is dug with spade.
śaraṇaṃ,शरणं,saw,noun,tools,शरणेन काष्ठं छिद्यते।,Wood is cut with saw.
mudgaraḥ,मुद्गरः,hammer,noun,tools,मुद्गरेण कीलः आहन्यते।,Nail is struck with hammer.
asiḥ,असिः,chisel,noun,tools,असिना शिल्पं क्रियते।,Sculpture is made with chisel.
vrīhiḥ,व्रीहिः,drill,noun,tools,व्रीहिणा छिद्रं क्रियते।,Hole is made with drill.
tulā,तुला,balance,noun,tools,तुलया भारः माप्यते।,Weight is measured with balance.
mānaṃ,मानं,measuring rod,noun,tools,मानेन दूरं ज्ञायते।,Distance is known with measuring rod.
kaṭhinaṃ,कठिनं,file,noun,tools,कठिनेन वस्तु समीक्रियते।,Object is smoothed with file.
sṛṇiḥ,सृणिः,sickle,noun,tools,सृण्या शस्यं छिद्यते।,Crop is cut with sickle.
śīla,शील,conduct,noun,traditions,शीलं श्रेष्ठं गुणः।,Conduct is excellent quality।
vyavahāra,व्यवहार,practice,noun,traditions,व्यवहारः दैनन्दिनः भवति।,Practice becomes daily。
paddhati,पद्धति,method,noun,traditions,पद्धतिः पुराणी अस्ति।,Method is ancient。
vidhi,विधि,procedure,noun,traditions,विधिं ज्ञात्वा कार्यं करोति।,He works knowing the procedure।
maryādā,मर्यादा,limit,noun,traditions,मर्यादा उल्लङ्घनीया न।,Limit should not be crossed।
prathā,प्रथा,convention,noun,traditions,प्रथा सामाजिका अस्ति。,Convention is social。
rathaḥ,रथः,chariot,noun,transport,रथः प्राचीनं वाहनम्।,Chariot is ancient vehicle।
śakaṭaḥ,शकटः,cart,noun,transport,शकटः भारं वहति।,Cart carries load。
dhūrvaḥ,धूर्वः,engine,noun,transport,धूर्वः वाहनं चालयति।,Engine runs vehicle।
cakraṃ,चक्रं,wheel,noun,transport,चक्रं वाहनस्य अंगम्।,Wheel is part of vehicle।
yānapathaḥ,यानपथः,highway,noun,transport,यानपथे बहूनि वाहनानि।,Many vehicles on highway।
sthaṇḍilaḥ,स्थण्डिलः,platform,noun,transport,स्थण्डिले यानं तिष्ठति।,Vehicle stops on platform।
parivahaḥ,परिवहः,transport,noun,transport,परिवहः व्यापाराय आवश्यकः।,Transport is necessary for trade。
yātrā,यात्रा,journey,noun,travel,यात्रा नवान् अनुभवान् ददाति।,Journey gives new experiences।
paryatanam,पर्यटनम्,tourism,noun,travel,पर्यटनं देशं दर्शयति।,Tourism shows the country।
gamanam,गमनम्,traveling,noun,travel,गमनं ज्ञानं वर्धयति।,Traveling increases knowledge।
adhvā,अध्वा,path,noun,travel,अध्वा कष्टकरः भवति।,Path becomes difficult。
prayāṇaṃ,प्रयाणं,departure,noun,travel,प्रयाणं प्रातःकाले भवति।,Departure happens in morning।
āgamana,आगमन,arrival,noun,travel,आगमनं सायंकाले भवति।,Arrival happens in evening।
deśāntaram,देशान्तरम्,foreign country,noun,travel,देशान्तरं विचित्रं भवति।,Foreign country becomes strange।
tīrthayātrā,तीर्थयात्रा,pilgrimage,noun,travel,तीर्थयात्रा पुण्यं ददाति।,Pilgrimage gives merit。
bhramaṇa,भ्रमण,wandering,noun,travel,भ्रमणं मनः प्रसन्नं करोति।,Wandering makes mind happy।
nivāsaḥ,निवासः,stay,noun,travel,निवासः होटले भवति।,Stay happens in hotel。
aśvatthaḥ,अश्वत्थः,peepal tree,noun,trees,अश्वत्थः पवित्रः वृक्षः।,Peepal is a holy tree.
nyagrodhaḥ,न्यग्रोधः,banyan tree,noun,trees,न्यग्रोधः विस्तृतशाखः।,Banyan has widespread branches.
śālaḥ,शालः,sal tree,noun,trees,शालः काष्ठं दृढं ददाति。,Sal tree gives strong wood।
chandanaḥ,चन्दनः,sandalwood tree,noun,trees,चन्दनः सुगन्धि काष्ठम्।,Sandalwood has fragrant wood।
khadiraḥ,खदिरः,cutch tree,noun,trees,खदिरः काष्ठं गुरु भवति।,Khadira wood becomes heavy。
arjunaḥ,अर्जुनः,arjuna tree,noun,trees,अर्जुनः हृदयरोगं निवारयति।,Arjuna tree prevents heart disease।
devadāru,देवदारु,deodar tree,noun,trees,देवदारुः हिमालये वसति。,Deodar lives in Himalayas।
āmalakī,आमलकी,Indian gooseberry tree,noun,trees,आमलकी फलं रसायनम्।,Amla fruit is a rejuvenator。
gāṛī,गाड़ी,car,noun,vehicle,गाड़ी वेगेन चलति।,Car moves fast.
ṭrakaḥ,ट्रकः,truck,noun,vehicle,ट्रकः भारं वहति।,Truck carries load.
bassaḥ,बस्सः,bus,noun,vehicle,बस्सः बहून् वहति।,Bus carries many.
relve,रेल्वे,train,noun,vehicle,रेल्वे पटर्यां धावति।,Train runs on tracks.
upangaramayastraḥ,उपनगरमयस्त्रः,subway,noun,vehicle,उपनगरमयस्त्रः भूगर्भे धावति।,Subway runs underground.
ṭaiksī,टैक्सी,taxi,noun,vehicle,टैक्सी किरायायै चलति।,Taxi runs for hire.
moṭarasāikilaḥ,मोटरसाइकिलः,motorcycle,noun,vehicle,मोटरसाइकिलः द्विचक्रिका।,Motorcycle is a two-wheeler.
velochakraḥ,वेलोचक्रः,bicycle,noun,vehicle,वेलोचक्रः पादचालितः।,Bicycle is pedal-powered.
skūṭaraḥ,स्कूटरः,scooter,noun,vehicle,स्कूटरः लघुवाहनम्।,Scooter is a small vehicle.
helikāpṭaḥ,हेलिकॉप्टरः,helicopter,noun,vehicle,हेलिकॉप्टरः आकाशे उड्डयते।,Helicopter flies in the sky.
vimānaḥ,विमानः,airplane,noun,vehicle,विमानः दूरं शीघ्रं गच्छति।,Airplane goes far quickly.
nāvā,नावा,boat,noun,vehicle,नावा जले तरति।,Boat floats on water.
potaḥ,पोतः,ship,noun,vehicle,पोतः महाजले चलति।,Ship sails on the ocean.
pherī,फेरी,ferry,noun,vehicle,फेरी नदीं तारयति।,Ferry crosses the river.
jahājayātrā,जहाजयात्रा,cruise,noun,vehicle,जहाजयात्रा विहारार्थम्।,Cruise is for leisure.
pāṭhayati,पाठयति,teaches,verb,verbs,गुरुः छात्रान् पाठयति।,The teacher teaches students.
rakshati,रक्षति,protects,verb,verbs,पिता पुत्रं रक्षति।,Father protects son.
taḍāga,तडाग,pond,noun,water,तडागे मत्स्याः तरन्ति。,Fish swim in pond।
prasravaḥ,प्रस्रवः,stream,noun,water,प्रस्रवः पर्वतात् निर्गच्छति।,Stream emerges from mountain।
vāpī,वापी,well,noun,water,वाप्यां जलं नीचैः भवति。,Water is deep in well。
kūpa,कूप,water well,noun,water,कूपात् जलं आनीयते।,Water is drawn from well。
vṛiṣṭiḥ,वृष्टिः,rainfall,noun,weather,वृष्टिः सस्यानि वर्धयति।,Rainfall grows crops.
toyaṁ,तोयं,rainwater,noun,weather,तोयं नद्यः पूरयति।,Rainwater fills rivers.
ghanaḥ,घनः,dense cloud,noun,weather,घनः वर्षायै सज्जः।,Dense cloud is ready for rain.
ambhaḥ,अम्भः,water (rain),noun,weather,अम्भः आकाशात् पतति।,Water falls from sky.
śramaḥ,श्रमः,labour,noun,work,श्रमेण सर्वं सिद्ध्यति।,Everything is achieved by labour.
yantram,यन्त्रम्,machine,noun,work,यन्त्रेण कार्यं सुकरं भवति।,Work becomes easy with machine.
kāryasthānaṃ,कार्यस्थानं,workshop,noun,work,कार्यस्थाने यन्त्राणि सन्ति।,Machines are in workshop.
kāryakālaḥ,कार्यकालः,work time,noun,work,कार्यकाले कर्म कुर्यात्।,One should work during work time.
viśrāmaḥ,विश्रामः,rest,noun,work,विश्रामे शरीरं पुष्टं भवति।,Body becomes strong during rest.
pariśramaḥ,परिश्रमः,hard work,noun,work,परिश्रमेण सफलता लभ्यते।,Success is obtained by hard work.
kāryavidhiḥ,कार्यविधिः,work procedure,noun,work,कार्यविधिं ज्ञात्वा कार्यं कुर्यात्।,Knowing work procedure
sahakāryaṃ,सहकार्यं,teamwork,noun,work,सहकार्येण महत् कार्यं सिद्ध्यति।,Great work is accomplished by teamwork.
kāryasampattiḥ,कार्यसम्पत्तिः,work achievement,noun,work,कार्यसम्पत्तिः आनन्दं ददाति।,Work achievement gives happiness.
